"","Name","Position","index","Squad","Comp","Age","Url","Nation","Starts_Playing","MP_Playing","Min_Playing","Gls","Ast","G_minus_PK","npxG_Expected","xAG_Expected","PrgC_Progression","PrgP_Progression","PrgR_Progression","Sh_Standard","SoT_Standard","G_per_Sh_Standard","G_per_SoT_Standard","npxG_per_Sh_Expected","Att_Total","Cmp_percent_Total","xA","Final_Third","PPA","CrsPA","SCA_SCA","GCA_GCA","TklW_Tackles","Blocks_Blocks","Int","Tkl+Int","Clr","Tkl_Challenges","Tkl_percent_Challenges","Touches_Touches","Att 3rd_Touches","Att_Take","Succ_Take","Succ_percent_Take","Carries_Carries","Final_Third_Carries","CPA_Carries","Fld","Crs","Won_percent_Aerial"
"461","Darko Churlinov","Winger",2396,"Stuttgart","Bundesliga",22,"https://fbref.com/en/players/c6608135/Darko-Churlinov","MKD",0,1,27,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,NA,0,0,0,0,0,0,6.67,3.33,0,10,0,6.67,222.33,16.67,0,0,0,NA,3.33,0,0,3.33,0,0
"462","Darko Lazović","Winger",1051,"Hellas Verona","Serie A",32,"https://fbref.com/en/players/5128bde4/Darko-Lazovic","SRB",22,23,1795,0.15,0.2,0.15,0.16,0.24,2.96,3.31,6.97,1.86,0.6,0,0.01,0,33.59,3.18,0.21,2.01,1.35,0.6,2.61,0.2,0.6,0.55,0.6,1.65,0.95,0.5,2.09,42.82,19.55,2.21,0.75,1.71,21.51,1.5,0.95,0.1,4.81,1.19
"463","Darwin Machís","Winger",2633,"Valladolid","La Liga",30,"https://fbref.com/en/players/ed6ea4d9/Darwin-Machis","VEN",4,6,366,0,0.25,0,0.22,0.47,4.43,1.48,7.38,2.95,0.74,0,0,0.02,31.23,17.24,0.34,0.74,1.97,1.97,3.44,0.25,0.49,0.49,0.49,1.23,0.98,0.25,3.52,44.26,22.38,4.67,2.21,11.66,30.25,3.2,1.48,1.72,6.15,7.03
"464","Darwin Núñez","Forward",1406,"Liverpool","Premier League",23,"https://fbref.com/en/players/4d77b365/Darwin-Nunez","URU",17,23,1477,0.49,0.18,0.49,0.66,0.32,3.29,1.65,9.57,4.81,2.07,0.01,0.01,0.01,20.84,3.92,0.17,0.61,0.67,0.06,2.99,0.12,0.24,0.55,0.18,0.79,0.67,0.24,1.63,33.76,22.06,2.32,1.04,2.72,20.6,1.77,1.77,0.91,0.97,2.61
"465","David Alaba","Centre-Back",1992,"Real Madrid","La Liga",30,"https://fbref.com/en/players/05439de2/David-Alaba","AUT",19,21,1658,0.05,0.16,0.05,0.04,0.06,0.81,3.42,3.26,0.71,0.16,0,0.02,0,57.48,4.74,0.07,3.42,0.49,0.22,1.41,0.22,0.6,0.92,0.76,1.52,1.79,0.49,3.26,62.75,12.7,0.22,0.16,4.07,37.35,1.19,0.11,0.16,1.41,2.71
"466","David Brooks","Winger",431,"Bournemouth","Premier League",25,"https://fbref.com/en/players/dc4cae05/David-Brooks","WAL",0,2,31,0,0,0,0,0,0,0,2.9,2.9,0,0,NA,0.12,5.81,290.32,0,0,0,0,0,0,0,0,0,2.9,5.81,0,NA,20.32,5.81,0,0,NA,11.61,0,0,0,0,0
"467","David de Gea","Goalkeeper",1580,"Manchester Utd","Premier League",32,"https://fbref.com/en/players/7ba6d84e/David-de-Gea","ESP",29,29,2610,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,31.69,2.48,0.01,0.17,0.03,0,0.1,0,0,0,0,0,0.38,0,NA,33.86,0,0,0,NA,20.9,0,0,0.07,0,2.59
"468","David García","Centre-Back",1897,"Osasuna","La Liga",29,"https://fbref.com/en/players/3e42f707/David-Garcia","ESP",24,24,2119,0.08,0,0.08,0.02,0.02,0.55,3.57,0.13,0.51,0.13,0.01,0.03,0,46.81,3.44,0.01,3.95,0.13,0,0.64,0,0.68,0.89,1.44,2.72,5.01,0.72,3.61,57.38,1.74,0.13,0.13,4.25,30.16,0.21,0.04,0.51,0.08,3.01
"469","David Gil","Goalkeeper",696,"Cádiz","La Liga",29,"https://fbref.com/en/players/fea23125/David-Gil","ESP",3,3,270,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,32.33,16.17,0,2.33,0,0,0,0,0,0,0,0,0.33,0,NA,34,0,0,0,NA,18.67,0,0,0,0,NA
"470","David López","Centre-Back",1014,"Girona","La Liga",33,"https://fbref.com/en/players/f03f284b/David-Lopez","ESP",15,16,1337,0.13,0.07,0.13,0.04,0.03,1.21,3.1,0.07,0.61,0.4,0.01,0.02,0,63.88,6.02,0.03,3.43,0.07,0,0.67,0.13,1.01,1.41,0.61,2.15,3.7,1.01,5.31,73.1,2.09,0.27,0.27,6.73,43.55,0.27,0,0.81,0,3.37
"471","David Okereke","Forward",645,"Cremonese","Serie A",25,"https://fbref.com/en/players/d125f22f/David-Okereke","NGA",21,25,1779,0.25,0,0.2,0.17,0.05,2.07,3.24,5.87,2.33,0.76,0,0.01,0,20.39,3.53,0.05,1.32,1.16,0.25,3.19,0.15,0.35,1.01,0.25,0.81,0.51,0.15,1.26,31.57,16.69,2.78,1.32,2.39,18.52,1.77,0.51,1.42,0.96,1.79
"472","David Pereira da Costa","Attacking Midfield",1313,"Lens","Ligue 1",22,"https://fbref.com/en/players/59948ef7/David-Pereira-da-Costa","POR",16,28,1377,0.07,0.2,0.07,0.18,0.26,3.92,7.25,8.63,1.63,0.46,0,0.01,0.01,48.17,5.25,0.27,4.44,2.03,0.26,3.92,0.46,0.46,1.18,0.72,1.57,0.39,0.46,2.41,57.39,26.08,3.07,1.76,3.75,48.89,4.38,0.59,0.92,3.33,1.4
"473","David Raum","Full-Back",1957,"RB Leipzig","Bundesliga",24,"https://fbref.com/en/players/7d450ed3/David-Raum","GER",17,25,1513,0,0.12,0,0.03,0.27,2.44,3.75,7.2,0.71,0.24,0,0,0,64.18,4.47,0.3,2.38,1.55,0.89,3.39,0.18,1.31,1.19,0.89,3.03,1.19,0.83,3.47,73.46,26.11,1.96,0.48,1.44,39.26,1.13,0.59,0.83,8.09,3.22
"474","David Raya","Goalkeeper",479,"Brentford","Premier League",27,"https://fbref.com/en/players/98ea5115/David-Raya","ESP",30,30,2700,0,0,0,0,0,0,0.37,0,0.03,0,0,NA,0,43.37,2.16,0,2.03,0.1,0,0.33,0.03,0,0.03,0.03,0.03,0.3,0,0,45.7,0.03,0.03,0.03,3.33,27.33,0,0,0.17,0,3.08
"475","David Silva","Attacking Midfield",2042,"Real Sociedad","La Liga",37,"https://fbref.com/en/players/e2716bd0/David-Silva","ESP",19,21,1470,0.06,0.24,0.06,0.15,0.19,3.49,7.71,6.06,1.35,0.55,0,0.01,0.01,53.82,5.17,0.15,4.47,1.84,0.12,3.55,0.73,0.73,0.49,0.73,2.08,0.67,0.43,3.29,63.67,26.08,2.45,0.92,2.3,40.47,3.43,1.04,1.35,0.98,2.76
"476","David Soria","Goalkeeper",996,"Getafe","La Liga",30,"https://fbref.com/en/players/8f8c6934/David-Soria","ESP",28,28,2520,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,29.39,2.02,0,1.04,0.04,0,0.14,0,0,0,0.04,0.04,0.54,0,NA,31.64,0,0,0,NA,14.79,0,0,0.07,0,3.57
"477","Dávid Strelec","Forward",2358,"Spezia","Serie A",22,"https://fbref.com/en/players/2cb9486d/David-Strelec","SVK",1,7,169,0,0,0,0.27,0.05,1.07,0.53,7.46,1.6,0.53,0,0,0.09,22.9,30.94,0.05,0.53,0,0,2.13,1.07,1.07,0,0,1.07,0,1.07,53.25,31.95,15.44,1.6,0,0,17.04,1.6,0,0.53,0,24.23
"478","David Zima","Centre-Back",2449,"Torino","Serie A",22,"https://fbref.com/en/players/acf7e795/David-Zima","CZE",4,9,406,0,0,0,0.18,0.02,0.67,2.66,1.11,0.89,0.44,0,0,0.04,43.67,17.33,0,1.33,0.67,0,0.89,0,1.11,1.55,2,3.99,2.44,0.67,16.63,54.31,2.66,0.22,0.22,22.17,24.61,0.44,0,0.44,0,13.85
"479","Davide Calabria","Full-Back",1630,"Milan","Serie A",26,"https://fbref.com/en/players/2146785a/Davide-Calabria","ITA",15,17,1166,0.08,0.23,0.08,0.08,0.09,1.62,5.09,4.4,0.69,0.08,0.01,0.08,0.01,65.07,6.16,0.08,3.55,1.16,0.69,1.93,0.31,2.32,1.16,1.47,5.63,1.93,2.47,4.94,75.8,15.82,0.77,0.15,1.54,37.74,1.47,0.08,0.93,2.39,2.89
"480","Davide Faraoni","Full-Back",1041,"Hellas Verona","Serie A",31,"https://fbref.com/en/players/aae9d04a/Davide-Faraoni","ITA",13,15,938,0.1,0.19,0.1,0.19,0.07,0.77,3.93,2.4,1.25,0.38,0.01,0.02,0.01,38.28,6.47,0.04,2.11,1.06,0.38,1.63,0.29,1.34,1.73,0.86,2.97,2.01,0.96,3.31,48.74,13.72,0.96,0.29,2.88,21.4,0.48,0.19,0.67,2.59,3.45
"481","Davide Frattesi","Midfield",2212,"Sassuolo","Serie A",23,"https://fbref.com/en/players/2a7d27c1/Davide-Frattesi","ITA",28,29,2319,0.23,0,0.23,0.22,0.06,2.37,4.15,3.07,1.86,0.78,0.01,0.01,0,32.29,3,0.06,2.48,0.66,0.04,2.68,0.16,1.05,0.74,0.47,2.41,1.4,0.66,2.06,44.55,13.97,2.41,1.09,1.75,25.03,1.79,0.7,1.75,0.66,1.89
"482","Davide Zappacosta","Full-Back",171,"Atalanta","Serie A",30,"https://fbref.com/en/players/7fe90ccd/Davide-Zappacosta","ITA",9,12,697,0.13,0.13,0.13,0.12,0.14,3.74,4.39,8.39,1.68,0.52,0.01,0.03,0.01,63.92,10.79,0.13,3.36,1.29,1.03,2.32,0.39,1.16,1.29,0.65,2.58,1.16,0.65,8.07,77.73,33.31,4.65,1.42,3.95,47,3.62,1.03,0.65,4.39,0
"483","Davie Selke","Forward",1086,"Hertha BSC","Bundesliga",28,"https://fbref.com/en/players/1238a3f9/Davie-Selke","GER",3,13,282,0.32,0.32,0,0.13,0.29,0.96,1.6,7.02,1.6,0.96,0,0,0.03,21.7,19.24,0.19,1.6,0,0,2.55,0.96,0.32,0.96,0.32,0.96,1.6,0,0,34.47,15,1.28,0.32,7.98,17.23,1.28,0.64,1.91,0.64,15.26
"484","Davinson Sánchez","Centre-Back",2471,"Tottenham","Premier League",26,"https://fbref.com/en/players/da7b447d/Davinson-Sanchez","COL",6,14,587,0,0,0,0.05,0.02,0.61,3.83,0.46,0.61,0.31,0,0,0.01,63.63,13.45,0.03,4.29,0.15,0.15,0.61,0,0.92,1.38,1.53,3.83,3.99,1.38,13.8,76.81,5.06,0.61,0.15,3.83,43.7,0.31,0,0.61,0.31,9.09
"485","Dayot Upamecano","Centre-Back",342,"Bayern Munich","Bundesliga",24,"https://fbref.com/en/players/d248cd8f/Dayot-Upamecano","FRA",24,24,2067,0,0.04,0,0.03,0.01,1.22,6.79,0.3,0.3,0.04,0,0,0,87.69,3.94,0.04,8.23,0.26,0,0.87,0.13,1.48,1.04,1.09,3.7,2.87,1.13,2.76,97.71,3.66,0.61,0.39,2.8,70.15,1.09,0.09,0.57,0.09,2.29
"486","Dean Henderson","Goalkeeper",1869,"Nott'ham Forest","Premier League",26,"https://fbref.com/en/players/e5a76dfe/Dean-Henderson","ENG",18,18,1620,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,37.28,3.52,0,0.61,0.06,0,0.17,0,0,0,0,0,0.67,0,NA,39.72,0,0,0,NA,22.06,0,0,0.06,0,5.56
"487","Declan Rice","Midfield",2728,"West Ham","Premier League",24,"https://fbref.com/en/players/1c7012b8/Declan-Rice","ENG",29,29,2610,0.07,0.03,0.07,0.04,0.1,2.52,6.45,1.03,0.97,0.21,0,0.01,0,59.28,3,0.05,6.31,0.31,0.1,2.76,0.14,1.03,1.21,1.62,3.83,1.79,0.79,2.27,68.72,11.48,1.59,0.86,1.87,39.45,2.17,0.1,0.24,1.38,2.1
"488","Deiver Machado","Full-Back",1325,"Lens","Ligue 1",29,"https://fbref.com/en/players/b3f8bdef/Deiver-Machado","COL",19,26,1698,0.16,0.05,0.16,0.05,0.07,2.33,2.39,5.99,0.64,0.27,0.01,0.03,0,36.89,4.36,0.1,1.48,0.95,0.58,1.64,0.21,1.33,0.85,0.85,3.07,1.22,0.95,3.08,46.33,16.06,1.96,0.58,1.57,30.74,1.75,0.42,1.8,2.49,1.66
"489","Dejan Kulusevski","Winger",2462,"Tottenham","Premier League",22,"https://fbref.com/en/players/df3cda47/Dejan-Kulusevski","SWE",18,22,1630,0.11,0.33,0.11,0.1,0.22,4.03,2.82,9,1.77,0.44,0,0.01,0,33.29,4.21,0.24,0.66,1.55,0.5,4.14,0.5,0.55,0.77,0.44,2.04,0.33,0.66,1.95,46.6,23.74,5.02,2.15,2.37,31.14,2.26,2.1,1.1,2.54,1.84
"490","Dejan Ljubicic","Midfield",1186,"Köln","Bundesliga",25,"https://fbref.com/en/players/c455a2b2/Dejan-Ljubicic","AUT",13,20,1215,0.22,0.07,0.22,0.15,0.13,1.56,3.33,4.59,1.85,0.74,0.01,0.02,0.01,31.56,5.39,0.11,2.07,1.11,0.3,3.11,0.37,0.74,1.19,0.52,1.78,0.37,0.67,2.56,40.89,17.85,2,0.81,3.01,23.78,1.26,0.67,0.74,2,2.22
"491","Dejan Lovren","Centre-Back",1458,"Lyon","Ligue 1",33,"https://fbref.com/en/players/1a2935f6/Dejan-Lovren","CRO",12,12,1056,0,0,0,0.06,0.04,0.94,4.18,0.09,0.94,0.17,0,0,0.01,70.14,7.55,0.03,4.69,0,0,0.68,0,1.28,1.02,1.28,2.73,4.52,1.11,5.83,80.88,3.24,0.17,0.09,4.26,60.85,0.85,0.09,0.85,0.43,5.93
"492","Delano Burgzorg","Winger",1500,"Mainz 05","Bundesliga",24,"https://fbref.com/en/players/05e2d5ea/Delano-Burgzorg","NED",0,11,212,0,0.42,0,0.08,0.04,0.42,1.27,8.49,1.7,0.85,0,0,0.02,18.25,31.58,0.08,0.42,0.42,0,1.7,0.85,1.27,0.85,0,1.27,0.42,0.85,28.32,33.96,22.5,5.52,2.55,19.61,23.77,0,1.27,1.27,0.42,3.52
"493","Dele Alli","Attacking Midfield",863,"Everton","Premier League",27,"https://fbref.com/en/players/cea4ee8f/Dele-Alli","ENG",0,2,40,0,0,0,0,0,0,2.25,2.25,0,0,NA,NA,NA,33.75,180,0,4.5,0,0,0,0,0,0,0,0,0,0,NA,45,24.75,2.25,0,0,24.75,0,0,2.25,0,74.92
"494","Demarai Gray","Winger",875,"Everton","Premier League",26,"https://fbref.com/en/players/4468ec10/Demarai-Gray","ENG",24,28,2189,0.16,0.04,0.08,0.16,0.15,3.45,1.81,7.03,1.93,0.78,0,0,0,31.41,2.85,0.15,1.23,0.7,0.25,3.54,0.16,0.78,0.74,0.45,1.48,0.66,0.58,2.3,43.42,23.89,3.12,1.11,1.46,26.48,2.22,1.85,1.73,6.46,0.77
"495","Demba Seck","Winger",2443,"Torino","Serie A",22,"https://fbref.com/en/players/16463a79/Demba-Seck","SEN",5,14,388,0,0,0,0.09,0.05,4.18,2.78,8.12,1.86,0.46,0,0,0.01,27.6,17.54,0.05,1.39,0.7,0,2.09,0,0.46,0.7,0.23,1.39,0.23,0.46,23.2,41.29,19.95,5.34,3.02,13.11,28.76,3.02,1.86,3.25,1.16,5.8
"496","Denis Genreau","Attacking Midfield",2488,"Toulouse","Ligue 1",23,"https://fbref.com/en/players/badcdcae/Denis-Genreau","AUS",1,14,240,0,0.38,0,0.15,0.26,1.88,4.5,3.38,1.12,0.38,0,0,0.05,40.5,25.01,0.11,2.25,1.12,0.38,3,0.75,2.25,2.62,1.12,6.75,2.62,1.5,11.55,59.25,13.12,3.38,0.75,8.32,34.12,0.75,0,0.38,1.88,12.49
"497","Denis Suárez","Attacking Midfield",860,"Espanyol","La Liga",29,"https://fbref.com/en/players/12c50af5/Denis-Suarez","ESP",4,9,407,0,0,0,0.09,0.15,2.87,3.76,4.42,0.44,0.22,0,0,0.05,42.24,16.78,0.2,2.65,0.66,0.22,3.98,0,1.11,1.55,0.44,1.99,0.22,0.66,4.16,51.74,16.36,4.64,3.1,14.75,33.61,2.87,0.22,1.33,3.1,5.53
"498","Denis Zakaria","Midfield",594,"Chelsea","Premier League",26,"https://fbref.com/en/players/384d58d9/Denis-Zakaria","SUI",4,6,338,0,0,0,0.05,0,2.4,1.6,0.8,0.53,0,0,NA,0.02,44.47,23.75,0.03,2.13,0,0,0.53,0,1.33,0.8,0.8,3.2,2.4,0.53,8.87,53.25,11.72,2.13,1.33,16.64,35.15,0.8,0.53,0.53,0.27,0
"499","Deniz Undav","Forward",535,"Brighton","Premier League",26,"https://fbref.com/en/players/dd549382/Deniz-Undav","GER",2,13,258,0,0,0,0.77,0.24,1.05,1.05,7.67,4.88,1.4,0,0,0.06,22.33,28.36,0.24,0.35,0.7,0,3.84,0.35,1.05,0.35,0,1.4,0.35,0.35,34.88,33.14,21.63,0.35,0,0,14.65,1.05,0.7,0.35,0.35,17.44
"500","Dennis Appiah","Full-Back",1744,"Nantes","Ligue 1",30,"https://fbref.com/en/players/feb5d3ab/Dennis-Appiah","FRA",9,15,795,0,0,0,0.05,0.02,1.7,4.42,5.77,0.57,0.11,0,0,0.01,52.98,8.2,0.03,3.4,0.79,0.45,1.25,0.11,1.25,1.47,1.13,3.51,1.81,1.13,4.19,62.72,12.79,2.04,0.68,3.77,42.11,1.47,0,0.11,2.38,5.66
"501","Dennis Geiger","Midfield",1105,"Hoffenheim","Bundesliga",24,"https://fbref.com/en/players/37f606f0/Dennis-Geiger","GER",22,22,1582,0.06,0.11,0.06,0.01,0.12,1.08,4.89,1.14,0.28,0.17,0.01,0.02,0,40.34,4.6,0.13,3.41,0.63,0,2.9,0.28,1.14,1.25,0.85,2.84,0.68,0.91,3.14,48.3,10.13,0.68,0.28,2.37,24.69,0.57,0,0.97,2.62,1.66
"502","Dennis Praet","Midfield",1298,"Leicester City","Premier League",28,"https://fbref.com/en/players/86695068/Dennis-Praet","BEL",5,17,549,0.16,0,0.16,0.1,0.05,2.13,2.3,5.9,0.49,0.16,0.05,0.16,0.03,37.7,12.11,0.05,1.31,0.66,0.16,1.64,0,1.31,1.64,0.82,2.62,0.82,0.98,10.93,47.54,16.56,1.97,0.82,6.84,24.75,0.98,0.16,1.31,2.3,1.49
"503","Denso Kasius","Full-Back",410,"Bologna","Serie A",20,"https://fbref.com/en/players/7ae36711/Denso-Kasius","NED",4,7,342,0,0.53,0,0.03,0.18,2.37,2.37,5.53,1.05,0,0,NA,0.01,50.53,19.61,0.21,1.58,2.11,1.58,3.95,0.53,1.58,1.58,0.79,3.95,1.58,2.11,21.05,63.95,17.11,2.63,1.58,15.79,33.42,2.63,0.26,0.26,3.16,5.26
"504","Dénys Bain","Centre-Back",261,"Auxerre","Ligue 1",29,"https://fbref.com/en/players/5065d67d/Denys-Bain","FRA",1,2,126,0,0,0,0,0,0,2.14,0,0,0,NA,NA,NA,40,66.36,0,0.71,0,0,0,0,2.14,1.43,1.43,4.29,2.86,0.71,35.71,50,0,0.71,0.71,71.43,34.29,0,0,0.71,0,53.57
"505","Denzel Dumfries","Winger",1134,"Inter","Serie A",26,"https://fbref.com/en/players/481c9ece/Denzel-Dumfries","NED",20,26,1741,0.05,0.16,0.05,0.16,0.21,2.48,2.38,7.13,1.45,0.62,0,0,0.01,38.67,3.75,0.17,1.09,1.34,0.67,3.1,0.52,0.57,1.45,0.62,1.86,1.14,0.78,2.98,49.06,19.59,2.07,0.78,1.94,25.43,1.4,1.09,1.65,3.36,2.63
"506","Désiré Doué","Attacking Midfield",2086,"Rennes","Ligue 1",17,"https://fbref.com/en/players/9e7483ff/Desire-Doue","FRA",11,23,1076,0.25,0.08,0.25,0.13,0.11,3.01,4.68,6.61,1.76,0.5,0.01,0.04,0.01,35.97,6.52,0.1,3.18,1.09,0.08,2.76,0.17,1.51,1.42,1,4.01,0.17,1.09,3.5,51.69,20.07,6.36,3.85,5.06,40.23,2.43,0.75,2.26,2.26,3.81
"507","Deyovaisio Zeefuik","Full-Back",1063,"Hellas Verona","Serie A",25,"https://fbref.com/en/players/58a2e9f6/Deyovaisio-Zeefuik","NED",0,1,10,0,0,0,0,0,9,0,9,0,0,NA,NA,NA,63,642.6,0,0,0,0,0,0,9,0,0,9,0,0,NA,90,27,9,0,0,54,0,9,0,9,NA
"508","Diadie Samassékou","Midfield",1116,"Hoffenheim","Bundesliga",27,"https://fbref.com/en/players/08593525/Diadie-Samassekou","MLI",1,2,34,0,0,0,0,0,0,2.65,2.65,0,0,NA,NA,NA,52.94,225,0,5.29,0,0,0,0,0,0,0,2.65,0,0,0,60.88,7.94,2.65,2.65,264.71,23.82,0,0,0,0,NA
"509","Diant Ramaj","Goalkeeper",763,"Eint Frankfurt","Bundesliga",21,"https://fbref.com/en/players/b90c4a43/Diant-Ramaj","GER",1,1,90,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,25,84,0,0,0,0,0,0,0,0,0,0,1,0,NA,28,0,0,0,NA,18,0,0,0,0,100
"510","Diego Carlos","Centre-Back",127,"Aston Villa","Premier League",30,"https://fbref.com/en/players/b4a014b1/Diego-Carlos","BRA",2,2,179,0,0,0,0.2,0,0,5.03,0,2.01,0,0,NA,0.05,64.36,39.67,0,4.02,0,0,1.01,0,0,1.01,0.5,1.01,1.01,0,0,70.39,4.53,0,0,NA,46.26,1.01,0,0,0.5,25.14
"511","Diego Coppola","Centre-Back",1035,"Hellas Verona","Serie A",19,"https://fbref.com/en/players/22ae86f9/Diego-Coppola","ITA",11,13,1024,0,0,0,0.03,0,0.79,3.25,0.7,0.26,0,0,NA,0.01,44.03,6.37,0.02,2.37,0.26,0.09,0.79,0,1.23,1.58,1.05,2.81,2.9,0.88,5.17,54.49,5.27,0.35,0.18,4.39,25.22,0.7,0,0,0.26,4.76
"512","Diego Costa","Forward",2764,"Wolves","Premier League",34,"https://fbref.com/en/players/a190d597/Diego-Costa","ESP",10,16,799,0,0,0,0.28,0.03,1.46,0.68,4.84,2.48,0.9,0,0,0.01,14.64,7.88,0.05,0.45,0.11,0,1.46,0,0,0.56,0.23,0.45,1.13,0.11,2.82,22.75,11.83,0.56,0.23,4.51,12.28,0.45,0.9,0.68,0.56,4.34
"513","Diego Demme","Midfield",1772,"Napoli","Serie A",31,"https://fbref.com/en/players/dc3fa3b5/Diego-Demme","GER",0,4,27,0,0,0,0,0,3.33,30,0,0,0,NA,NA,NA,223.33,328.33,0,23.33,3.33,0,3.33,0,0,3.33,0,0,0,0,0,233.33,40,3.33,3.33,333.33,156.67,3.33,0,3.33,0,0
"514","Diego González","Centre-Back",784,"Elche","La Liga",28,"https://fbref.com/en/players/4ac7608e/Diego-Gonzalez","ESP",8,16,958,0,0,0,0.08,0,0.09,1.22,0.19,0.56,0,0,NA,0.01,35.89,7.36,0,1.5,0.09,0,0,0,0.66,1.32,0.66,1.78,4.7,0.66,5.97,45.75,1.6,0.28,0.09,3.13,22.55,0,0,0.47,0.09,6.61
"515","Diego Llorente","Centre-Back",1268,"Leeds United","Premier League",29,"https://fbref.com/en/players/bba30585/Diego-Llorente","ESP",7,8,649,0,0,0,0.1,0,0.28,3.74,0.14,0.83,0,0,NA,0.02,59.49,11.51,0,2.36,0,0,0.83,0.14,1.39,0.83,2.08,3.88,3.33,0.55,6.93,70.17,2.08,0.42,0.28,9.25,42.02,0.14,0,0.28,0.14,9.98
"516","Diego López","Goalkeeper",1977,"Rayo Vallecano","La Liga",41,"https://fbref.com/en/players/73683fa9/Diego-Lopez","ESP",1,1,90,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,29,75.9,0,0,0,0,0,0,0,0,0,0,0,0,NA,29,0,0,0,NA,14,0,0,0,0,NA
"517","Diego Moreno","Midfield",1906,"Osasuna","La Liga",21,"https://fbref.com/en/players/a21417e2/Diego-Moreno","ESP",6,8,536,0,0,0,0.07,0.02,1.18,1.85,3.19,0.84,0.17,0,0,0.01,47.85,11.13,0.03,2.35,0.34,0.17,0.84,0,0.67,0.84,0.17,0.84,2.69,0.5,8.4,56.08,12.43,1.51,0.5,5.59,26.03,0.67,0.34,0.67,3.19,5.59
"518","Diego Noguerol","Forward",2610,"Valencia","La Liga",20,"https://fbref.com/en/players/c487901c/Diego-Noguerol","ESP",0,1,10,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,27,900,0,0,0,0,0,0,0,0,0,0,0,0,NA,27,18,0,0,NA,18,0,0,0,0,NA
"519","Diego Rico","Full-Back",2040,"Real Sociedad","La Liga",30,"https://fbref.com/en/players/d9ba39fc/Diego-Rico","ESP",16,18,1466,0,0,0,0.01,0.09,1.72,3.5,4.05,0.43,0.12,0,0,0,55.62,4.65,0.1,3.25,1.17,0.61,1.96,0.06,0.98,0.92,1.17,2.95,2.58,0.61,2.92,66.43,16.88,1.66,0.8,2.95,30.57,1.47,0,1.53,3.07,3.07
