"","Name","Position","index","Squad","Comp","Age","Url","Nation","Starts_Playing","MP_Playing","Min_Playing","Gls","Ast","G_minus_PK","npxG_Expected","xAG_Expected","PrgC_Progression","PrgP_Progression","PrgR_Progression","Sh_Standard","SoT_Standard","G_per_Sh_Standard","G_per_SoT_Standard","npxG_per_Sh_Expected","Att_Total","Cmp_percent_Total","xA","Final_Third","PPA","CrsPA","SCA_SCA","GCA_GCA","TklW_Tackles","Blocks_Blocks","Int","Tkl+Int","Clr","Tkl_Challenges","Tkl_percent_Challenges","Touches_Touches","Att 3rd_Touches","Att_Take","Succ_Take","Succ_percent_Take","Carries_Carries","Final_Third_Carries","CPA_Carries","Fld","Crs","Won_percent_Aerial"
"2347","Yasin Ayari",NA,513,"Brighton","Premier League",19,"https://fbref.com/en/players/f173303a/Yasin-Ayari","SWE",0,1,11,0,0,0,0,0.82,0,16.36,0,8.18,0,0,NA,0.16,81.82,736.36,2.45,24.55,8.18,0,16.36,0,8.18,0,0,8.18,0,0,NA,98.18,24.55,0,0,NA,73.64,0,0,0,0,0
"2348","Facundo Buonanotte",NA,514,"Brighton","Premier League",18,"https://fbref.com/en/players/468a7a91/Facundo-Buonanotte","ARG",0,4,58,0,1.55,0,0.16,0.16,3.1,1.55,4.66,3.1,0,0,NA,0.11,38.79,124.14,0,3.1,0,0,4.66,1.55,0,0,0,0,0,0,0,45,31.03,0,0,NA,40.34,3.1,0,0,1.55,NA
"2349","Julio César Enciso",NA,516,"Brighton","Premier League",19,"https://fbref.com/en/players/9cfbad36/Julio-Cesar-Enciso","PAR",0,10,194,0.46,0,0.46,0.74,0.05,3.25,2.78,6.96,6.96,4.18,0.03,0.05,0.05,26.44,36.6,0.05,1.86,0.46,0,4.64,0.93,0,0.46,0.46,1.86,0.46,0.93,46.39,45.46,26.91,5.1,2.78,25.28,29.69,3.25,1.86,1.86,0.46,7.75
"2350","Kaoru Mitoma",NA,528,"Brighton","Premier League",25,"https://fbref.com/en/players/74618572/Kaoru-Mitoma","JPN",16,23,1539,0.41,0.23,0.41,0.25,0.26,5.32,3.92,9.94,1.7,0.88,0.01,0.03,0.01,41.52,4.74,0.24,2.11,1.29,0,4.04,0.64,1.17,1.11,0.53,2.34,0.47,0.76,3.04,53.68,27.95,4.56,2.22,2.85,36.43,2.98,2.87,0.94,1.64,2.92
"2351","Andrew Moran",NA,529,"Brighton","Premier League",19,"https://fbref.com/en/players/c4720845/Andrew-Moran","IRL",0,1,12,0,0,0,0,0,0,0,7.5,0,0,NA,NA,NA,15,375,0,0,0,0,0,0,0,7.5,0,0,0,0,NA,45,7.5,0,0,NA,22.5,0,0,0,0,NA
"2352","Pablo Durán",NA,544,"Celta Vigo","La Liga",22,"https://fbref.com/en/players/6db116ec/Pablo-Duran","ESP",0,4,36,0,0,0,0,0,0,0,7.5,0,0,NA,NA,NA,52.5,166.75,0,0,0,0,0,0,0,5,2.5,2.5,5,0,NA,72.5,27.5,7.5,2.5,83.25,35,0,0,0,2.5,125
"2353","Williot Swedberg",NA,559,"Celta Vigo","La Liga",19,"https://fbref.com/en/players/184fe4b2/Williot-Swedberg","SWE",0,2,35,0,0,0,0,0,0,7.71,10.29,0,0,NA,NA,NA,30.86,235.8,0.26,2.57,2.57,0,2.57,0,0,0,0,2.57,0,0,NA,38.57,12.86,2.57,0,0,28.29,0,0,2.57,0,NA
"2354","Datro Fofana",NA,575,"Chelsea","Premier League",20,"https://fbref.com/en/players/e82900ef/Datro-Fofana","CIV",1,2,61,0,0,0,0.3,0.15,2.95,1.48,11.8,4.43,1.48,0,0,0.12,8.85,98.41,0.15,0,1.48,0,7.38,0,1.48,1.48,0,2.95,0,0,NA,39.84,26.56,10.33,7.38,105.34,29.51,2.95,1.48,4.43,1.48,NA
"2355","Lewis Hall",NA,578,"Chelsea","Premier League",18,"https://fbref.com/en/players/da011f18/Lewis-Hall","ENG",4,5,304,0,0,0,0.15,0.09,2.96,2.66,5.62,1.48,0.59,0,0,0.03,57.73,22.32,0.06,2.96,0.89,0.3,3.55,0,0.89,1.18,2.96,6.22,1.48,2.37,19.75,75.2,18.65,3.55,0.59,4.94,45.89,1.48,0.89,2.37,2.66,19.75
"2356","Omari Hutchinson",NA,580,"Chelsea","Premier League",19,"https://fbref.com/en/players/bd9553e6/Omari-Hutchinson","ENG",0,1,23,0,0,0,0,0,3.91,0,3.91,0,0,NA,NA,NA,46.96,261,0,0,0,0,3.91,0,0,0,3.91,3.91,0,0,NA,58.7,43.04,0,0,NA,43.04,0,3.91,0,7.83,NA
"2357","Noni Madueke",NA,587,"Chelsea","Premier League",21,"https://fbref.com/en/players/bf34eebd/Noni-Madueke","ENG",2,5,216,0,0,0,0.04,0.12,4.17,4.17,12.92,1.67,0.83,0,0,0.02,40,33.42,0.08,2.5,1.25,0,3.75,0,1.67,3.75,0.42,2.08,0.42,0.83,41.67,56.25,30.42,8.75,4.58,21.83,37.92,2.08,1.67,2.08,2.5,10.42
"2358","Mykhailo Mudryk",NA,590,"Chelsea","Premier League",22,"https://fbref.com/en/players/049a888d/Mykhailo-Mudryk","UKR",4,9,355,0,0.25,0,0.25,0.05,1.77,2.54,5.07,1.52,0.51,0,0,0.04,27.89,18.66,0.1,1.77,1.27,0,3.04,0.25,1.77,1.27,0,2.03,0.51,0.76,9.51,44.11,21.8,5.58,1.27,5.75,25.35,1.52,0.76,1.52,2.03,5.07
"2359","Maximiliano Caufriez",NA,603,"Clermont Foot","Ligue 1",26,"https://fbref.com/en/players/c92c24f0/Maximiliano-Caufriez","BEL",17,18,1502,0,0,0,0.02,0,1.14,4.07,0.48,0.36,0.12,0,0,0,46.68,5.34,0.01,3,0.18,0,0.48,0,0.72,1.56,1.44,2.76,3.18,0.78,4.1,56.44,2.76,0.48,0.18,2.25,41.52,0.84,0,1.14,0,4
"2360","Souleymane Cissé",NA,604,"Clermont Foot","Ligue 1",20,"https://fbref.com/en/players/ff4d0258/Souleymane-Cisse","FRA",0,2,36,0,0,0,0,0,0,0,2.5,2.5,0,0,NA,0.1,27.5,181.75,0,0,0,0,0,0,2.5,2.5,2.5,5,5,2.5,250,47.5,5,2.5,0,0,32.5,0,0,2.5,0,250
"2361","Baila Diallo",NA,605,"Clermont Foot","Ligue 1",21,"https://fbref.com/en/players/fb55f63a/Baila-Diallo","FRA",0,6,89,0,0,0,0,0,3.03,1.01,9.1,1.01,0,0,NA,0.02,47.53,68.87,0.2,0,2.02,1.01,2.02,0,0,1.01,0,1.01,1.01,0,NA,55.62,24.27,1.01,0,0,25.28,2.02,2.02,1.01,5.06,50.56
"2362","Cheick Konaté",NA,611,"Clermont Foot","Ligue 1",19,"https://fbref.com/en/players/1361e5bc/Cheick-Konate","CIV",6,6,513,0,0,0,0,0.04,1.75,2.98,0.88,0.35,0,0,NA,0,48.95,12.51,0.02,2.11,0.18,0.18,1.23,0.18,1.75,1.05,1.93,4.91,1.23,2.28,11.4,58.42,5.96,5.09,4.04,13.91,38.6,2.63,0.18,0.53,0.7,5.02
"2363","Yanis Massolin",NA,614,"Clermont Foot","Ligue 1",20,"https://fbref.com/en/players/6ea05ca7/Yanis-Massolin","FRA",0,6,60,0,0,0,0,0,0,6,0,1.5,0,0,NA,0.08,58.5,115.35,0,4.5,0,0,1.5,0,1.5,1.5,3,6,0,0,0,75,13.5,4.5,0,0,55.5,1.5,0,1.5,0,75
"2364","Christian Acella",NA,623,"Cremonese","Serie A",20,"https://fbref.com/en/players/771a2cfe/Christian-Acella","ITA",0,1,15,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,54,600,0,0,0,0,0,0,0,0,0,6,0,0,0,66,6,0,0,NA,42,0,0,0,0,NA
"2365","Emanuel Aiwum",NA,625,"Cremonese","Serie A",22,"https://fbref.com/en/players/d810c13b/Emanuel-Aiwum","AUT",15,19,1389,0,0,0,0.01,0.03,1.23,2.66,0.45,0.19,0.06,0,0,0,44.13,5.07,0.05,2.72,0.45,0.06,0.65,0,1.81,1.43,1.43,4.47,2.98,1.81,4.32,54.3,3.05,0.58,0.19,2.16,27.8,0.71,0,0.65,0.26,4.38
"2366","Jaime Báez",NA,627,"Cremonese","Serie A",27,"https://fbref.com/en/players/dfd24c07/Jaime-Baez","URU",1,2,96,0,0,0,0.09,0.09,4.69,3.75,7.5,1.88,0,0,NA,0.06,45,62.53,0.28,6.56,1.88,1.88,4.69,0,1.88,0,0,3.75,1.88,2.81,46.88,58.12,15,1.88,0.94,46.88,31.88,2.81,0,0.94,8.44,93.75
"2367","Cristian Buonaiuto",NA,630,"Cremonese","Serie A",30,"https://fbref.com/en/players/f3a9fa26/Cristian-Buonaiuto","ITA",4,21,692,0,0,0,0.25,0.2,2.86,3.9,8.06,4.03,1.3,0,0,0.01,44.61,8.41,0.2,2.73,1.69,0.39,6.37,0.13,1.04,1.17,1.3,3.12,0.65,0.78,5.58,61.39,31.34,5.07,2.21,5.67,36.03,2.73,0.78,1.95,6.89,2.37
"2368","Michele Castagnetti",NA,632,"Cremonese","Serie A",33,"https://fbref.com/en/players/ad92526f/Michele-Castagnetti","ITA",9,18,926,0,0.1,0,0.05,0.14,0.97,8.26,0.78,0.97,0.1,0,0,0,54.23,7.39,0.13,6.32,1.17,0.19,3.69,0.19,1.26,0.87,1.07,3.5,1.46,0.97,3.24,62.49,13.9,0.49,0.29,5.83,30.23,0.78,0,1.07,2.92,4.54
"2369","Jack Hendry",NA,641,"Cremonese","Serie A",27,"https://fbref.com/en/players/ffed43e3/Jack-Hendry","SCO",2,4,220,0,0,0,0,0,0.41,3.68,0,0,0,NA,NA,NA,56.05,35.22,0,4.91,0.41,0,1.64,0.41,0,0.82,0.41,0.41,2.86,0,0,60.55,2.86,0.41,0,0,38.45,0.82,0,0.41,0.41,29.74
"2370","Luka Lochoshvili",NA,642,"Cremonese","Serie A",24,"https://fbref.com/en/players/c8ad0857/Luka-Lochoshvili","GEO",16,18,1353,0.07,0.07,0.07,0.03,0.07,0.93,4.19,0.27,0.4,0.13,0.01,0.03,0.01,40.18,5.25,0.01,2.46,0.2,0.07,0.86,0.13,0.93,1.66,1.13,3.46,3.92,1.26,4.68,51.42,3.19,0.6,0.4,4.44,27.54,0.93,0,0.53,0.33,4.08
"2371","Tommaso Milanese",NA,644,"Cremonese","Serie A",20,"https://fbref.com/en/players/b2561711/Tommaso-Milanese","ITA",0,2,27,0,0,0,0,0.67,6.67,6.67,3.33,0,0,NA,NA,NA,46.67,238,0.33,10,0,0,6.67,0,0,3.33,0,0,0,0,NA,63.33,40,6.67,3.33,166.67,43.33,3.33,0,3.33,6.67,0
"2372","Emanuele Valeri",NA,651,"Cremonese","Serie A",24,"https://fbref.com/en/players/ec52b661/Emanuele-Valeri","ITA",24,28,2098,0.09,0.09,0.09,0.07,0.15,3.56,3.17,5.23,1.42,0.21,0,0.02,0,39.94,2.4,0.13,2.1,1.8,0.94,2.87,0.17,0.82,0.47,0.56,2.27,1.5,0.94,1.85,51.09,20.16,2.23,0.34,0.66,24.62,1.89,0.64,1.29,4.93,1.48
"2373","David Ozoh",NA,671,"Crystal Palace","Premier League",17,"https://fbref.com/en/players/d00d45ab/David-Ozoh","",0,1,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,270,9000,0,0,0,0,0,0,0,0,0,0,0,0,NA,360,360,0,0,NA,180,0,0,0,0,NA
"2374","Joseph Whitworth",NA,678,"Crystal Palace","Premier League",19,"https://fbref.com/en/players/3f847d95/Joseph-Whitworth","ENG",2,2,180,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,41.5,36.75,0,0,0,0,0,0,0,0,0,0,0.5,0,NA,43.5,0,0,0,NA,26,0,0,0,0,NA
"2375","Theo Bongonda",NA,685,"Cádiz","La Liga",27,"https://fbref.com/en/players/0da6a13e/Theo-Bongonda","COD",16,21,1280,0.14,0.21,0.14,0.22,0.14,2.81,1.62,5.06,2.18,0.63,0,0.02,0.01,23.27,4.61,0.1,0.49,0.56,0.21,1.97,0.35,0.91,1.05,0.35,1.55,0.91,0.63,2.64,35.86,17.72,4.78,1.83,2.69,21.3,2.04,0.49,1.76,3.73,3.2
"2376","Carlos García",NA,695,"Cádiz","La Liga",22,"https://fbref.com/en/players/661e2822/Carlos-Garcia","ESP",0,1,25,0,3.6,0,0,0.36,0,7.2,0,0,0,NA,NA,NA,86.4,299.88,0,0,0,0,0,0,0,0,0,0,7.2,0,NA,100.8,3.6,3.6,3.6,360,54,0,0,0,0,360
"2377","Awer Mabil",NA,702,"Cádiz","La Liga",27,"https://fbref.com/en/players/922da988/Awer-Mabil","AUS",1,5,165,0,0,0,0.11,0,2.73,2.18,7.64,1.64,0.55,0,0,0.03,29.45,34.36,0,2.18,0,0,1.09,0,0,0.55,0,1.09,0.55,0.55,18.16,42,19.64,2.18,1.09,27.27,25.64,1.09,0,1.64,4.91,9.11
"2378","Brian Ocampo",NA,708,"Cádiz","La Liga",23,"https://fbref.com/en/players/2e3995cd/Brian-Ocampo","URU",15,18,1119,0.08,0.08,0.08,0.04,0.14,3.22,1.77,6.51,1.05,0.16,0.01,0.04,0,29.68,5.98,0.14,1.05,1.21,0.48,3.22,0.4,1.21,1.05,0.24,1.69,0.24,0.64,3.06,39.65,18.34,3.62,1.53,3.39,26.54,2.33,0.8,2.17,2.73,2.82
"2379","Justin Njinmah",NA,732,"Dortmund","Bundesliga",22,"https://fbref.com/en/players/a45241d5/Justin-Njinmah","GER",0,1,22,0,0,0,0,0,4.09,0,16.36,0,0,NA,NA,NA,8.18,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,16.36,12.27,4.09,0,0,24.55,0,0,12.27,0,NA
"2380","Marco Pašalić",NA,735,"Dortmund","Bundesliga",22,"https://fbref.com/en/players/1866b0f1/Marco-Pasalic","CRO",0,1,11,0,0,0,0,0,16.36,24.55,16.36,8.18,0,0,NA,0.41,57.27,701.18,0,16.36,0,0,8.18,0,0,0,0,0,0,0,NA,73.64,40.91,8.18,8.18,818.18,57.27,8.18,0,0,8.18,NA
"2381","Aurélio Buta",NA,748,"Eint Frankfurt","Bundesliga",26,"https://fbref.com/en/players/b4705807/Aurelio-Buta","POR",8,11,722,0.25,0.25,0.25,0.05,0.16,2.99,3.61,6.98,0.37,0.25,0.08,0.12,0.01,55.35,9.15,0.12,2.62,1.37,0.62,1.87,0.37,1.25,1.12,0.62,2.99,2.12,1,7.67,66.19,21.81,2.24,1,5.53,29.54,1.37,0.87,1,3.86,5.22
"2382","Hrvoje Smolčić",NA,765,"Eint Frankfurt","Bundesliga",22,"https://fbref.com/en/players/c967f6b8/Hrvoje-Smolcic","CRO",4,9,471,0,0,0,0.04,0,0,3.44,0.19,0.57,0,0,NA,0.01,67.83,15.44,0.02,1.53,0,0,0.19,0,1.34,2.1,1.15,2.68,7.26,0.96,9.55,82.55,2.29,0.38,0.38,19.11,44.14,0.57,0,0.96,0,12.9
"2383","Marcel Wenig",NA,770,"Eint Frankfurt","Bundesliga",18,"https://fbref.com/en/players/1c86aa16/Marcel-Wenig","GER",0,1,4,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,225,2025,0,0,0,0,0,0,0,0,0,0,0,0,NA,292.5,67.5,0,0,NA,157.5,0,22.5,0,0,NA
"2384","Alejandro Alfaro",NA,771,"Elche","La Liga",20,"https://fbref.com/en/players/b907d169/Alejandro-Alfaro","ESP",0,1,15,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,6,600,0,0,0,0,0,0,0,0,0,0,0,0,NA,12,6,6,0,0,6,6,0,0,0,NA
"2385","Lautaro Blanco",NA,774,"Elche","La Liga",24,"https://fbref.com/en/players/1657f448/Lautaro-Blanco","ARG",3,10,393,0,0.23,0,0,0.11,3.21,2.98,4.58,0,0,NA,NA,NA,39.62,12.18,0.09,2.52,1.37,0.92,2.06,0.23,0.92,0.92,0.23,2.75,1.15,1.37,10.58,49.47,20.84,2.98,1.37,10.58,22.21,1.83,0,0,8.7,0
"2386","Nicolás Ezequiel Fernández",NA,781,"Elche","La Liga",23,"https://fbref.com/en/players/3409de86/Nicolas-Ezequiel-Fernandez","ARG",2,12,352,0,0,0,0.03,0.13,2.56,5.37,7.41,0.77,0.26,0,0,0.01,41.68,18.97,0.15,2.81,2.81,1.53,3.58,0.26,2.3,1.53,1.28,5.62,0.51,2.05,15.72,55.48,20.97,2.05,0.51,6.39,34.77,2.05,0.26,2.05,4.86,6.39
"2387","Duccio Degl'Innocenti",NA,810,"Empoli","Serie A",19,"https://fbref.com/en/players/0e0d6c53/Duccio-DeglInnocenti","ITA",0,1,3,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,30,30,0,0,NA,30,0,0,0,NA,30,0,0,0,0,NA
"2388","Jacopo Fazzini",NA,814,"Empoli","Serie A",20,"https://fbref.com/en/players/06b08c45/Jacopo-Fazzini","ITA",4,16,508,0,0,0,0.05,0.12,1.42,1.95,4.43,1.06,0,0,NA,0.01,37.03,14.76,0.11,1.59,0.53,0.18,2.3,0,2.48,1.77,1.24,5.67,3.19,2.48,10.33,56.52,13.64,3.19,1.24,6.89,29.59,2.13,0,1.24,0.53,4.27
"2389","Wassim Boullif",NA,833,"Espanyol","La Liga",18,"https://fbref.com/en/players/7f271d74/Wassim-Boullif","ESP",0,5,88,0,0,0,0,0,0,2.05,0,0,0,NA,NA,NA,17.39,90.2,0,2.05,0,0,1.02,1.02,1.02,3.07,0,2.05,3.07,2.05,68.22,28.64,0,0,0,NA,10.23,0,0,0,0,0
"2390","José Gragera",NA,845,"Espanyol","La Liga",22,"https://fbref.com/en/players/ee45d138/Jose-Gragera","ESP",4,8,396,0.23,0,0.23,0.16,0,0,2.05,0.45,0.91,0.23,0.06,0.23,0.05,41.14,19.59,0.02,1.59,0,0,0.23,0.23,1.59,2.05,1.59,5,4.09,1.14,12.64,54.09,2.95,0,0,NA,25.23,0.23,0,0.45,0,13.16
"2391","Omar El Hilali",NA,846,"Espanyol","La Liga",19,"https://fbref.com/en/players/139560df/Omar-El-Hilali","MAR",1,5,92,0,0,0,0,0,0,0,4.89,0,0,NA,NA,NA,34.24,58.7,0,0,0,0,1.96,0,1.96,0.98,0.98,3.91,5.87,0.98,48.91,53.8,9.78,0.98,0,0,18.59,0,0,1.96,1.96,65.25
"2392","Luca Koleosho",NA,848,"Espanyol","La Liga",18,"https://fbref.com/en/players/fc076f78/Luca-Koleosho","CAN",0,2,25,0,0,0,0,0,3.6,0,25.2,0,0,NA,NA,NA,43.2,209.88,0,0,0,0,0,0,0,3.6,0,0,0,0,0,61.2,36,10.8,3.6,119.88,36,0,3.6,0,3.6,NA
"2393","Nabil Touaizi",NA,861,"Espanyol","La Liga",22,"https://fbref.com/en/players/e96b2583/Nabil-Touaizi","MAR",0,1,3,0,0,0,0,0,0,30,30,0,0,NA,NA,NA,30,3000,0,0,0,0,0,0,0,0,0,0,0,0,NA,60,60,0,0,NA,30,0,0,0,0,0
"2394","Thomas Cannon",NA,866,"Everton","Premier League",20,"https://fbref.com/en/players/4506aec5/Thomas-Cannon","IRL",0,2,25,0,0,0,0.36,1.8,3.6,0,7.2,3.6,3.6,0,0,0.32,18,288,0,0,0,0,0,0,0,0,0,0,0,0,NA,28.8,21.6,3.6,0,0,21.6,0,0,7.2,0,0
"2395","Merlin Röhl",NA,935,"Freiburg","Bundesliga",20,"https://fbref.com/en/players/1f2c7b55/Merlin-Rohl","GER",0,1,13,0,0,0,0,0,6.92,0,0,0,0,NA,NA,NA,20.77,461.77,0,0,0,0,0,0,0,0,0,0,6.92,0,NA,41.54,0,6.92,0,0,34.62,0,0,13.85,0,NA
"2396","Kenneth Schmidt",NA,940,"Freiburg","Bundesliga",20,"https://fbref.com/en/players/7d31f1cb/Kenneth-Schmidt","GER",1,2,64,0,0,0,0,0,2.81,8.44,0,0,0,NA,NA,NA,82.97,123.89,0,15.47,1.41,0,1.41,0,0,0,0,1.41,1.41,0,NA,87.19,9.84,2.81,2.81,140.62,45,2.81,0,0,1.41,84.38
"2397","Robert Wagner",NA,943,"Freiburg","Bundesliga",19,"https://fbref.com/en/players/e3d3fbeb/Robert-Wagner","GER",0,2,23,0,0,0,0,0,0,0,3.91,0,0,NA,NA,NA,35.22,261,0,0,0,0,0,0,0,7.83,0,0,7.83,0,NA,62.61,19.57,3.91,0,0,15.65,3.91,0,0,0,195.65
"2398","Luke Harris",NA,952,"Fulham","Premier League",18,"https://fbref.com/en/players/8c3078cd/Luke-Harris","WAL",0,3,13,0,0,0,0,0,0,6.92,0,0,0,NA,NA,NA,96.92,643.15,0,6.92,0,0,0,0,0,0,0,0,0,0,NA,96.92,41.54,0,0,NA,62.31,0,0,0,6.92,NA
"2399","Gastón Álvarez",NA,978,"Getafe","La Liga",23,"https://fbref.com/en/players/852ddfb8/Gaston-Alvarez","URU",9,14,902,0.2,0,0.2,0.04,0.02,0.5,2.69,1.6,0.3,0.2,0.07,0.1,0.01,35.32,6.37,0.02,1.9,0.3,0.2,1.1,0.1,1.6,1.1,1,3.29,2.59,1.2,5.21,45.9,6.69,1.3,0.5,3.84,17.66,0.2,0,0.9,1.2,5.36
"2400","Fabrizio Angileri",NA,980,"Getafe","La Liga",29,"https://fbref.com/en/players/fdd26d71/Fabrizio-Angileri","ARG",7,10,543,0,0,0,0.02,0,0.66,2.49,1.82,0.5,0,0,NA,0.01,40.11,9.66,0.02,2.15,0.17,0,0.83,0.33,1.33,1.16,0.99,2.65,1.66,1.33,8.83,49.56,11.44,1.49,0.5,5.52,18.73,0.83,0,0.17,1.66,10.61
"2401","Latasa",NA,986,"Getafe","La Liga",22,"https://fbref.com/en/players/2bea832e/Latasa","ESP",0,12,132,0,0,0,0.41,0.07,0,4.77,6.82,5.45,2.05,0,0,0.05,32.73,35.52,0.07,2.73,0.68,0,2.73,0,1.36,1.36,0.68,2.73,2.73,0.68,68.18,54.55,25.91,2.73,0.68,17.05,26.59,0.68,0,3.41,0,36.07
"2402","Moises Parra Gutierrez",NA,992,"Getafe","La Liga",20,"https://fbref.com/en/players/e2dcc60e/Moises-Parra-Gutierrez","ESP",0,1,10,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,27,900,0,0,0,0,0,0,0,0,0,9,0,0,NA,54,27,0,0,NA,9,0,0,0,0,NA
"2403","Alejandro Revuelta Montero",NA,994,"Getafe","La Liga",22,"https://fbref.com/en/players/14d5b7ac/Alejandro-Revuelta-Montero","ESP",0,1,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,0,0,90,0,NA,90,0,0,0,NA,0,0,0,0,0,NA
"2404","Ricard Artero",NA,1000,"Girona","La Liga",20,"https://fbref.com/en/players/5d133e96/Ricard-Artero","ESP",0,1,8,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,78.75,803.25,0,0,0,0,0,0,0,11.25,0,0,0,0,NA,78.75,11.25,11.25,11.25,1125,45,11.25,0,0,0,NA
"2405","Santiago Bueno",NA,1001,"Girona","La Liga",24,"https://fbref.com/en/players/edc98fac/Santiago-Bueno","URU",27,27,2417,0,0.04,0,0.04,0.04,0.6,4.32,0.11,0.45,0.11,0,0,0,54.51,3.21,0.02,4.1,0.15,0.04,0.74,0.11,0.97,1.01,1.01,2.76,3.02,0.71,3.22,62.67,1.45,0.15,0.07,1.86,39.32,0.26,0,1.12,0.15,2.35
"2406","Arnau Martinez",NA,1016,"Girona","La Liga",19,"https://fbref.com/en/players/c3e66ffe/Arnau-Martinez","ESP",23,24,1936,0.14,0.09,0.14,0.07,0.13,2.23,3.67,3.53,0.74,0.14,0.01,0.05,0,51.88,3.74,0.09,2.65,0.98,0.6,2.42,0.23,1.44,1.49,0.79,3.02,1.91,1.12,2.06,62.85,14.18,1.86,0.88,2.21,30.82,1.12,0.37,2.18,1.95,2.69
"2407","Joel Roca",NA,1019,"Girona","La Liga",17,"https://fbref.com/en/players/5f21b94c/Joel-Roca","ESP",0,4,67,0,0,0,0.27,0,1.34,0,16.12,2.69,0,0,NA,0.12,42.99,96.58,0,0,0,0,4.03,0,2.69,0,0,2.69,1.34,2.69,53.73,75.22,33.58,12.09,4.03,44.73,49.7,1.34,1.34,5.37,0,NA
"2408","Ramón Terrats",NA,1023,"Girona","La Liga",22,"https://fbref.com/en/players/f36016a5/Ramon-Terrats","ESP",2,8,212,0,0,0,0.08,0,1.7,2.55,1.7,1.7,0,0,NA,0.02,40.75,34.05,0,2.12,0.42,0,1.27,0,0.85,2.55,1.27,2.97,1.27,0.85,14.14,54.76,9.76,2.12,0.85,16.98,30.99,1.7,0,1.27,0.85,0
"2409","Viktor Tsyhankov",NA,1024,"Girona","La Liga",25,"https://fbref.com/en/players/f7e87032/Viktor-Tsyhankov","UKR",7,9,610,0.44,0.44,0.44,0.32,0.24,3.39,2.51,8.11,1.18,0.74,0.06,0.09,0.04,36.89,10.45,0.28,0.74,0.44,0.15,3.1,0.44,0.15,0.74,1.03,1.18,0.89,0,0,45.3,17.85,1.33,0.59,6.55,28.48,1.77,1.48,1.48,2.36,4.91
"2410","Oscar Ureña",NA,1025,"Girona","La Liga",20,"https://fbref.com/en/players/2dd7e29d/Oscar-Urena","ESP",1,3,100,0,0,0,0.18,0,0.9,0.9,9,0.9,0.9,0,0,0.16,19.8,61.38,0,0.9,0,0,1.8,0,1.8,1.8,0.9,4.5,0,1.8,60.03,36.9,19.8,4.5,3.6,72,25.2,0,0.9,0.9,3.6,0
"2411","Oliver Abildgaard",NA,1029,"Hellas Verona","Serie A",26,"https://fbref.com/en/players/8f5cdf66/Oliver-Abildgaard","DEN",0,4,78,0,0,0,0,0.12,0,1.15,3.46,0,0,NA,NA,NA,25.38,57.69,0,1.15,0,0,1.15,0,2.31,2.31,1.15,3.46,3.46,1.15,28.85,40.38,8.08,0,0,NA,11.54,0,0,1.15,0,82.38
"2412","Juan Cabal",NA,1033,"Hellas Verona","Serie A",22,"https://fbref.com/en/players/ef6eef89/Juan-Cabal","COL",0,6,172,0,0,0,0,0.16,1.05,5.76,2.09,0,0,NA,NA,NA,51.8,39.09,0.05,3.66,1.05,1.05,2.09,0,1.57,2.62,1.57,3.14,2.62,1.57,39.24,64.36,4.19,1.57,1.05,34.9,31.92,0.52,0,1.05,1.57,23.23
"2413","Alessandro Cortinovis",NA,1036,"Hellas Verona","Serie A",22,"https://fbref.com/en/players/bfc359ed/Alessandro-Cortinovis","ITA",0,1,6,0,0,0,0,0,0,30,30,0,0,NA,NA,NA,90,1249.5,0,0,30,15,0,0,0,15,0,15,0,0,NA,120,75,0,0,NA,75,0,0,0,15,0
"2414","Josh Doig",NA,1039,"Hellas Verona","Serie A",20,"https://fbref.com/en/players/2f69d881/Josh-Doig","SCO",15,21,1309,0.14,0.21,0.14,0.12,0.07,2.82,1.79,4.13,1.24,0.41,0.01,0.02,0.01,35.2,4.63,0.09,1.93,0.76,0.48,2.2,0.48,0.48,1.65,0.69,1.93,0.83,0.34,2.29,46.55,17.19,3.71,1.58,2.93,22.48,1.65,0.34,0.48,3.09,2.78
"2415","Isak Hien",NA,1045,"Hellas Verona","Serie A",24,"https://fbref.com/en/players/12806697/Isak-Hien","SWE",19,23,1826,0,0,0,0,0,0.64,2.22,0.1,0.05,0,0,NA,0,37.85,3.66,0,1.73,0.1,0.05,0.74,0,1.23,1.33,1.04,3.65,3.06,1.23,2.8,48.89,2.17,1.08,0.49,2.24,21.79,0.39,0,0.59,0.05,2.87
"2416","Simone Perilli",NA,1055,"Hellas Verona","Serie A",28,"https://fbref.com/en/players/b9e11c1d/Simone-Perilli","ITA",1,1,90,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,34,29.4,0,3,0,0,0,0,0,0,0,0,0,0,NA,38,0,0,0,NA,20,0,0,0,0,NA
