"","Name","Position","index","Squad","Comp","Age","Url","Nation","Starts_Playing","MP_Playing","Min_Playing","Gls","Ast","G_minus_PK","npxG_Expected","xAG_Expected","PrgC_Progression","PrgP_Progression","PrgR_Progression","Sh_Standard","SoT_Standard","G_per_Sh_Standard","G_per_SoT_Standard","npxG_per_Sh_Expected","Att_Total","Cmp_percent_Total","xA","Final_Third","PPA","CrsPA","SCA_SCA","GCA_GCA","TklW_Tackles","Blocks_Blocks","Int","Tkl+Int","Clr","Tkl_Challenges","Tkl_percent_Challenges","Touches_Touches","Att 3rd_Touches","Att_Take","Succ_Take","Succ_percent_Take","Carries_Carries","Final_Third_Carries","CPA_Carries","Fld","Crs","Won_percent_Aerial"
"2265","Youssef En-Nesyri","Forward",2281,"Sevilla","La Liga",25,"https://fbref.com/en/players/04e17fd5/Youssef-En-Nesyri","MAR",14,25,1305,0.48,0,0.48,0.5,0.03,0.76,0.62,4,3.38,1.38,0.01,0.02,0.01,13.45,4.57,0.03,0.21,0,0,1.79,0.28,0.55,0.34,0.21,1.17,0.83,0.28,2.51,24.55,11.79,1.17,0.21,1.21,10.9,0.21,0.83,0.69,0.28,2.74
"2266","Youssef Maleh","Midfield",912,"Fiorentina","Serie A",24,"https://fbref.com/en/players/4c8845f7/Youssef-Maleh","ITA",4,7,297,0,0,0,0.18,0.18,0.91,3.33,5.15,2.12,0,0,NA,0.02,35.15,24.82,0.12,2.42,1.52,0.61,2.12,0,0.3,1.52,0.3,1.21,0.91,0,0,45.45,16.06,0.91,0.3,10.09,28.18,1.21,0.3,0.91,2.12,13
"2267","Youssouf Fofana","Midfield",1672,"Monaco","Ligue 1",24,"https://fbref.com/en/players/822d51d7/Youssouf-Fofana","FRA",28,29,2456,0.07,0.04,0.07,0.08,0.1,2.31,6.85,2.2,1.14,0.26,0,0.01,0,52.48,3,0.08,5.46,0.92,0,2.09,0.33,1.17,1.36,1.5,3.92,1.03,1.17,1.92,63.62,13.56,2.82,1.39,1.81,48.11,2.46,0.22,1.06,0.22,2.11
"2268","Youssouf Koné","Full-Back",16,"Ajaccio","Ligue 1",27,"https://fbref.com/en/players/e6eadfb8/Youssouf-Kone","MLI",10,10,764,0,0,0,0,0.01,1.53,2.47,1.65,0.12,0.12,0,0,0,42.41,8.84,0.01,2.47,0.35,0.24,0.59,0,2,0.94,1.18,4.01,2.71,1.65,7.86,52.54,5.89,2.24,0.94,4.96,34.75,1.06,0.12,1.88,2.95,2.52
"2269","Youssouf M'Changama","Attacking Midfield",277,"Auxerre","Ligue 1",32,"https://fbref.com/en/players/e05082d1/Youssouf-MChangama","COM",8,23,829,0,0,0,0.04,0.09,1.74,4.23,3.15,1.41,0.22,0,0,0,42.67,8.59,0.12,3.26,0.76,0.22,2.71,0.11,1.19,0.43,1.3,3.69,0.43,0.76,6.33,54.61,14.87,2.17,0.98,4.89,37.56,0.98,0.11,1.52,3.37,8.53
"2270","Youssouf Sabaly","Full-Back",374,"Betis","La Liga",30,"https://fbref.com/en/players/fbbb9269/Youssouf-Sabaly","SEN",14,18,1275,0,0.07,0,0.02,0.04,2.4,4.24,3.32,0.56,0.14,0,0,0,53.36,5.88,0.02,2.96,0.49,0.07,1.69,0.14,1.06,1.98,1.13,3.32,2.68,1.13,5.38,65.65,15.39,1.91,0.99,3.66,34.09,1.98,0.14,1.84,0.99,2.35
"2271","Youssoufa Moukoko","Forward",733,"Dortmund","Bundesliga",18,"https://fbref.com/en/players/6ce43701/Youssoufa-Moukoko","GER",11,21,1024,0.62,0.26,0.62,0.5,0.09,0.53,0.97,4.75,2.64,1.49,0.02,0.04,0.02,16.26,6.22,0.06,0.53,0.53,0,1.93,0.62,0.62,0.62,0.18,1.32,0.09,0.26,4.39,27.6,14.59,3.34,1.14,3.01,16.52,0.53,0.35,0.62,0.26,5.49
"2272","Yunis Abdelhamid","Centre-Back",2053,"Reims","Ligue 1",35,"https://fbref.com/en/players/32c2d95f/Yunis-Abdelhamid","MAR",31,31,2790,0.03,0.03,0.03,0.07,0.01,0.84,5.58,0.26,0.84,0.06,0,0.02,0,52.68,2.65,0.02,3.68,0.1,0,1.19,0.19,1.35,1.9,1.77,4.1,3.45,1.03,2.46,64.81,2.94,0.87,0.48,1.79,44.87,0.42,0.1,0.65,0.16,2.11
"2273","Yunus Musah","Midfield",2616,"Valencia","La Liga",20,"https://fbref.com/en/players/b51b1b9c/Yunus-Musah","USA",22,26,1813,0,0.1,0,0.08,0.07,3.13,4.42,4.12,0.99,0.1,0,0,0,35.34,3.97,0.08,2.48,0.5,0.15,2.13,0.1,1.44,0.84,0.5,2.53,0.69,0.79,3.31,45.92,17.08,2.58,1.09,2.1,28.99,2.88,0.45,1.79,1.39,2.3
"2274","Yuri Berchiche","Full-Back",176,"Athletic Club","La Liga",33,"https://fbref.com/en/players/b6e50615/Yuri-Berchiche","ESP",18,20,1596,0.06,0.06,0.06,0.05,0.05,2.59,5.98,3.55,1.18,0.28,0,0.01,0,58.2,4.57,0.07,5.36,1.41,0.56,1.97,0.06,1.18,1.35,1.58,3.55,2.65,1.24,3.55,69.47,19.57,0.96,0.34,1.99,37.11,1.69,0.17,1.3,2.93,3.8
"2275","Yussuf Poulsen","Forward",1961,"RB Leipzig","Bundesliga",28,"https://fbref.com/en/players/d2416c2e/Yussuf-Poulsen","DEN",3,16,353,0.25,0.25,0.25,0.2,0.38,1.53,1.02,7.14,1.78,1.02,0.04,0.06,0.03,24.99,14.05,0.38,1.02,0.25,0,2.8,0.51,0.76,0.76,0,1.02,1.27,0,0,39.26,15.3,2.04,1.27,15.93,26.26,0.76,0.51,2.29,0.51,16.7
"2276","Yusuf Yazıcı","Attacking Midfield",1387,"Lille","Ligue 1",26,"https://fbref.com/en/players/f5c8b425/Yusuf-Yazici","TUR",3,4,200,0.45,0.45,0.45,0.09,0.27,2.25,7.65,8.1,2.25,0.9,0.09,0.22,0.01,43.2,34.2,0.09,4.05,2.7,0.45,4.95,0.45,0,0.9,0,0,0.45,0,NA,52.2,24.3,2.7,0.45,7.51,42.75,2.7,0,0.45,4.05,NA
"2277","Yves Bissouma","Midfield",2457,"Tottenham","Premier League",26,"https://fbref.com/en/players/6c203af0/Yves-Bissouma","MLI",8,20,814,0,0,0,0.02,0.06,1.11,4.98,0.77,0.55,0,0,NA,0,63.13,9.95,0.03,4.42,0.44,0.11,2.76,0.11,1.11,1.33,1,2.32,0.77,0.22,3.16,70.65,11.28,0.77,0.55,7.89,41.02,0.88,0,0.77,0.22,5.53
"2278","Yvon Mvogo","Goalkeeper",1441,"Lorient","Ligue 1",28,"https://fbref.com/en/players/dc29b608/Yvon-Mvogo","SUI",14,14,1182,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,32.59,5.55,0,0.3,0,0,0,0,0,0,0.15,0.15,0.23,0,NA,34.57,0,0.08,0.08,7.61,22.31,0,0,0.15,0,7.61
"2279","Zakaria Aboukhlal","Winger",2483,"Toulouse","Ligue 1",23,"https://fbref.com/en/players/c2a6033c/Zakaria-Aboukhlal","MAR",25,31,2144,0.29,0.21,0.29,0.37,0.12,3.4,2.52,9.36,2.81,1.01,0,0.01,0.01,26.4,3.02,0.1,0.97,0.63,0.04,2.52,0.25,0.84,0.63,0.84,1.97,0.88,0.42,1.1,40.05,19.39,3.65,1.34,1.54,31.02,1.55,1.43,1.76,1.01,0.91
"2280","Zeki Çelik","Full-Back",2119,"Roma","Serie A",26,"https://fbref.com/en/players/31a62dc7/Zeki-Celik","TUR",11,18,1091,0,0,0,0.02,0.11,1.9,3.71,4.78,0.33,0.08,0,0,0.01,53.46,6.25,0.07,2.64,1.32,0.25,2.39,0.16,1.32,2.14,1.07,3.79,2.47,1.65,5.89,64.51,16.09,0.74,0.25,2.75,29.45,1.65,0.41,0.41,2.06,4.12
"2281","Zinédine Ould Khaled","Midfield",87,"Angers","Ligue 1",23,"https://fbref.com/en/players/6b4436ba/Zinedine-Ould-Khaled","FRA",0,2,42,0,0,0,0.64,0,0,10.71,4.29,2.14,2.14,0,0,0.64,62.14,207,0,6.43,2.14,0,2.14,0,0,0,4.29,4.29,0,0,0,70.71,10.71,2.14,0,0,62.14,0,0,0,0,71.36
"2282","Zlatan Ibrahimović","Forward",1643,"Milan","Serie A",41,"https://fbref.com/en/players/4cde5509/Zlatan-Ibrahimovic","SWE",1,4,146,0.62,0,0,0.25,0.12,0,2.47,6.16,3.08,1.23,0,0,0.05,31.44,43.52,0.06,1.85,1.23,0,1.85,0,0,0.62,0,0,1.23,0,NA,44.38,22.19,1.85,0,0,23.42,0.62,0.62,0.62,0,41.12
"2283","Zouhair Feddal","Centre-Back",2631,"Valladolid","La Liga",34,"https://fbref.com/en/players/89151b16/Zouhair-Feddal","MAR",4,8,375,0,0,0,0.05,0.02,0,1.2,0,0.24,0,0,NA,0.05,48.24,18.98,0,1.44,0.24,0,0.96,0,0.48,2.16,1.2,2.16,6.48,0.72,18,59.76,0.72,0,0,NA,29.76,0,0,0.48,0.24,11.09
"2284","Mickaël Barreto",NA,3,"Ajaccio","Ligue 1",32,"https://fbref.com/en/players/e3844ecb/Mickael-Barreto","FRA",10,15,985,0.09,0.09,0.09,0.05,0.16,1.74,6.03,4.2,1.1,0.18,0.01,0.05,0,48.79,6.3,0.16,5.03,1.19,0.55,2.47,0.09,1.55,1.01,1.46,3.93,0.64,0.64,1.73,60.4,16.08,3.56,1.92,4.92,42.4,2.01,0,0.55,5.57,4.87
"2285","Kouamé Botué",NA,6,"Ajaccio","Ligue 1",20,"https://fbref.com/en/players/65fcf987/Kouame-Botue","BFA",2,8,229,0,0,0,0.47,0.04,1.57,1.57,6.29,2.75,0,0,NA,0.07,18.47,27.59,0.04,2.36,0.39,0,3.14,0.39,0.79,0.39,0,1.57,0.39,0,0,33.01,19.26,1.97,0.39,7.86,21.22,1.18,1.18,2.36,0,14.54
"2286","Anthony Khelifa",NA,15,"Ajaccio","Ligue 1",17,"https://fbref.com/en/players/3670aa71/Anthony-Khelifa","FRA",0,1,9,0,0,0,0,0,10,10,0,0,0,NA,NA,NA,120,917,0,10,0,0,0,0,0,0,0,0,0,0,NA,120,0,0,0,NA,100,0,0,0,0,NA
"2287","Paolo Lebas",NA,18,"Ajaccio","Ligue 1",19,"https://fbref.com/en/players/5bf26efc/Paolo-Lebas","POR",0,1,55,0,0,0,0,0,0,3.27,0,0,0,NA,NA,NA,26.18,122.73,0,3.27,0,0,0,0,0,0,0,0,0,0,NA,29.45,6.55,1.64,1.64,163.64,21.27,0,0,0,0,NA
"2288","Ruan Levine",NA,20,"Ajaccio","Ligue 1",24,"https://fbref.com/en/players/17e25e72/Ruan-Levine","BRA",0,3,24,0,0,0,0.75,0.38,0,3.75,15,7.5,3.75,0,0,0.3,52.5,348.38,0,3.75,0,0,11.25,0,7.5,3.75,7.5,15,0,0,NA,86.25,37.5,7.5,7.5,375,75,7.5,0,3.75,0,0
"2289","Fernand Mayembo",NA,23,"Ajaccio","Ligue 1",27,"https://fbref.com/en/players/b20cc590/Fernand-Mayembo","CGO",8,11,707,0,0,0,0.15,0.01,0.25,1.4,0.13,0.51,0,0,NA,0.04,40.74,10.93,0,0.89,0,0,0.51,0,0.64,0.25,1.4,2.42,4.58,0.51,5.65,50.16,1.27,0.76,0.51,8.49,32.46,0.13,0,1.91,0,9.55
"2290","Mehdi Puch Herrantz",NA,26,"Ajaccio","Ligue 1",19,"https://fbref.com/en/players/7be7c08b/Mehdi-Puch-Herrantz","FRA",0,2,23,0,0,0,0,0.39,11.74,11.74,3.91,0,0,NA,NA,NA,70.43,304.43,0,3.91,3.91,0,3.91,0,3.91,3.91,3.91,7.83,0,0,NA,93.91,43.04,0,0,NA,78.26,3.91,7.83,0,0,NA
"2291","Ghjuvanni Quilichini",NA,27,"Ajaccio","Ligue 1",20,"https://fbref.com/en/players/1b729a98/Ghjuvanni-Quilichini","FRA",0,1,82,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,37.32,45.22,0,0,0,0,0,0,0,0,0,0,1.1,0,NA,40.61,0,0,0,NA,21.95,0,0,0,0,NA
"2292","François-Joseph Sollacaro",NA,28,"Ajaccio","Ligue 1",29,"https://fbref.com/en/players/f19f32b1/Francois-Joseph-Sollacaro","FRA",3,3,270,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,21,18.53,0,0.33,0,0,0,0,0,0,0,0,0.33,0,NA,21.33,0,0,0,NA,13.67,0,0,0,0,NA
"2293","Moussa Soumano",NA,29,"Ajaccio","Ligue 1",17,"https://fbref.com/en/players/86a49468/Moussa-Soumano","FRA",3,8,290,0.31,0,0.31,0.12,0.03,0.93,0,3.1,1.55,0.62,0.06,0.16,0.03,10.55,19.18,0.03,0,0.31,0.31,1.86,0.31,0.31,0.62,0,0.31,0,0,0,15.83,7.76,0.62,0.62,31.03,11.48,0.31,0.62,0.93,0.31,6.21
"2294","Mohamed Youssouf",NA,33,"Ajaccio","Ligue 1",35,"https://fbref.com/en/players/1a85bcdb/Mohamed-Youssouf","COM",21,24,1919,0,0,0,0,0.06,2.02,3.75,3.42,0.09,0,0,NA,0,50.79,3.45,0.07,3.33,1.03,0.75,1.36,0,1.59,1.08,2.44,5.11,2.3,1.36,2.95,61.91,13.32,1.08,0.33,1.43,35.22,1.41,0,1.55,3.66,2.68
"2295","José Carlos Lazo",NA,39,"Almería","La Liga",27,"https://fbref.com/en/players/5b93209a/Jose-Carlos-Lazo","ESP",0,1,20,0,0,0,0.45,0,0,0,13.5,9,4.5,0,0,0.14,18,337.5,0,0,0,0,13.5,0,0,0,0,0,0,0,NA,36,22.5,4.5,4.5,450,31.5,0,0,4.5,0,NA
"2296","Curro",NA,42,"Almería","La Liga",27,"https://fbref.com/en/players/f9a225f5/Curro","ESP",0,2,43,0,0,0,0.21,0.42,2.09,2.09,2.09,2.09,2.09,0,0,0.19,58.6,156.98,0.42,2.09,2.09,0,4.19,0,0,0,0,4.19,0,2.09,104.65,71.16,27.21,0,0,NA,31.4,6.28,0,0,2.09,0
"2297","Íñigo Eguaras",NA,43,"Almería","La Liga",31,"https://fbref.com/en/players/3e93f8cf/Inigo-Eguaras","ESP",10,20,846,0.11,0.11,0.11,0.11,0.06,0.64,5.74,0.64,0.74,0.32,0.01,0.04,0.01,50.21,9.01,0.13,4.89,0.96,0.21,2.45,0.21,0.85,0.96,0.53,1.7,1.6,0.53,3.33,57.13,6.91,0.32,0.32,10.64,33.09,0.85,0,0.64,0.32,4.56
"2298","César de la Hoz",NA,49,"Almería","La Liga",31,"https://fbref.com/en/players/60abea75/Cesar-de-la-Hoz","ESP",13,18,1230,0.07,0,0.07,0.03,0.07,0.22,2.93,0.29,0.51,0.07,0.01,0.07,0,30.8,5.79,0.06,2.93,0.29,0.15,1.24,0.15,1.24,1.32,0.59,2.78,1.76,1.17,3.78,39.8,3.22,0.51,0.29,4.18,18.22,0.37,0,0.44,0.22,3.87
"2299","Diego Mariño",NA,51,"Almería","La Liga",32,"https://fbref.com/en/players/d9235a45/Diego-Marino","ESP",0,1,45,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,16,175,0,0,0,0,0,0,0,0,0,0,0,0,NA,20,0,0,0,NA,4,0,0,0,0,NA
"2300","Marko Milovanović",NA,54,"Almería","La Liga",19,"https://fbref.com/en/players/1fda2b14/Marko-Milovanovic","SRB",0,2,15,0,0,0,0.6,0,0,6,18,6,0,0,NA,0.3,54,266.4,0,0,0,0,6,0,0,0,0,0,0,0,NA,72,36,0,0,NA,30,6,0,0,0,375
"2301","Arnau Puigmal",NA,58,"Almería","La Liga",22,"https://fbref.com/en/players/39352da2/Arnau-Puigmal","ESP",4,17,551,0.16,0,0.16,0.18,0.03,3.27,2.45,6.7,2.61,0.98,0.01,0.03,0.01,36.26,11.63,0.03,1.31,0.82,0.16,3.1,0.16,1.47,0.98,1.47,3.76,0.33,0.98,9.8,49.98,20.58,3.1,0.82,4.3,27.93,1.63,1.14,1.63,2.12,6.13
"2302","Largie Ramazani",NA,59,"Almería","La Liga",22,"https://fbref.com/en/players/cc9256ef/Largie-Ramazani","BEL",12,26,1251,0.22,0,0.22,0.21,0.06,3.67,2.01,5.97,2.37,1.08,0.01,0.01,0.01,19.21,4.82,0.09,1.37,0.79,0.07,2.52,0.07,0.5,0.65,0.72,1.44,0.29,0.5,2.29,30.5,15.47,4.53,2.16,3.42,19.93,2.09,1.29,0.86,1.29,1.44
"2303","Lucas Robertone",NA,60,"Almería","La Liga",26,"https://fbref.com/en/players/a8981944/Lucas-Robertone","ARG",27,28,2168,0.04,0.29,0.04,0.09,0.22,1.37,4.82,3.2,1.16,0.25,0,0.01,0,42.18,3.17,0.15,3.45,1.16,0.46,3.4,0.46,0.87,1.45,1.37,2.91,1.37,0.79,1.68,52.93,14.61,2.16,0.79,1.52,28.44,1.41,0.21,2.74,4.61,1.41
"2304","Himad Abdelli",NA,63,"Angers","Ligue 1",23,"https://fbref.com/en/players/7978cbf0/Himad-Abdelli","FRA",17,23,1516,0,0,0,0.05,0.12,2.61,5.88,4.93,0.77,0.18,0,0,0,48.8,4.83,0.09,4.39,1.13,0.24,2.79,0.06,1.48,1.31,1.07,3.74,0.71,1.19,2.9,59.9,15.97,2.97,1.66,3.32,45.77,2.61,0.36,1.07,1.07,2.62
"2305","Ousmane Camara",NA,71,"Angers","Ligue 1",20,"https://fbref.com/en/players/7d3dfdfd/Ousmane-Camara","FRA",5,7,418,0,0,0,0.04,0,0.65,2.8,0,0.22,0.22,0,0,0.03,68.47,19.64,0,2.37,0,0,0.22,0,0.86,0.86,1.94,3.44,3.01,0.86,9.56,78.37,0.65,0.43,0.43,21.53,62.66,0.22,0,0.43,0,15.37
"2306","Ilyes Cheti",NA,73,"Angers","Ligue 1",28,"https://fbref.com/en/players/9d498560/Ilyes-Cheti","ALG",2,6,207,0,0,0,0,0.09,0.87,1.74,3.04,0,0,NA,NA,NA,51.3,37.57,0,2.61,0.43,0.43,0.43,0,1.74,2.17,1.74,4.35,3.04,2.17,27.17,65.22,9.57,0.87,0,0,43.04,0.43,0,0.43,2.17,NA
"2307","Yahia Fofana",NA,76,"Angers","Ligue 1",22,"https://fbref.com/en/players/9d420dad/Yahia-Fofana","FRA",8,8,720,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,30.38,8.9,0,0.25,0,0,0.25,0.12,0,0,0.12,0.12,0.12,0,NA,32.62,0,0.12,0.12,12.5,22.25,0.12,0.12,0.12,0,12.5
"2308","Justin-Noël Kalumba",NA,81,"Angers","Ligue 1",18,"https://fbref.com/en/players/32e2163d/Justin-Noel-Kalumba","FRA",3,3,215,0,0,0,0.04,0.04,1.26,1.67,2.51,0.84,0,0,NA,0.01,18.84,30.68,0.13,0.84,0.84,0.42,1.26,0,1.26,0.42,0.84,2.93,0.84,1.67,27.92,29.72,12.14,2.51,1.67,27.92,20.93,0.84,0,0.84,1.67,0
"2309","Jean Mattéo Bahoya",NA,82,"Angers","Ligue 1",17,"https://fbref.com/en/players/70d4c949/Jean-Matteo-Bahoya","FRA",0,6,107,0,0,0,0.25,0.34,2.52,2.52,10.93,0.84,0,0,NA,0.24,41.21,72.08,0.08,1.68,0.84,0,2.52,0,0.84,1.68,0,2.52,0,0.84,28.01,54.67,38.69,5.05,1.68,28.01,41.21,3.36,0.84,3.36,0,21.03
"2310","Lilian Raolisoa",NA,89,"Angers","Ligue 1",22,"https://fbref.com/en/players/79a793b7/Lilian-Raolisoa","FRA",0,3,106,0,0,0,0.08,0.34,3.4,5.09,8.49,1.7,0.85,0,0,0.03,63.68,71.32,0.08,0.85,2.55,0.85,0.85,0,1.7,0.85,1.7,4.25,0.85,2.55,63.68,73.87,33.96,2.55,1.7,56.63,61.13,5.09,0.85,0.85,5.09,84.91
"2311","Ethan Nwaneri",NA,106,"Arsenal","Premier League",16,"https://fbref.com/en/players/7f94982c/Ethan-Nwaneri","ENG",0,1,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,NA,0,0,0,0,0,0,0,90,0,0,0,0,NA,90,90,0,0,NA,0,0,0,0,0,NA
"2312","Emile Smith Rowe",NA,112,"Arsenal","Premier League",22,"https://fbref.com/en/players/17695062/Emile-Smith-Rowe","ENG",0,9,122,0,0.74,0,0.22,0.44,1.48,2.95,8.11,2.95,0.74,0,0,0.05,49.43,63.89,0.37,1.48,2.21,0,5.9,0.74,0.74,0,0,0.74,1.48,0.74,36.89,59.02,35.41,2.95,1.48,36.89,39.1,0.74,0,0.74,3.69,0
"2313","Rasmus Højlund",NA,153,"Atalanta","Serie A",20,"https://fbref.com/en/players/491a433d/Rasmus-Hojlund","DEN",16,26,1471,0.43,0.12,0.43,0.47,0.14,1.9,2.08,11.07,2.51,1.28,0.01,0.02,0.01,22.39,4.47,0.1,1.28,0.67,0.06,3,0.24,0.18,0.49,0.06,0.31,0.31,0.06,1.53,35.36,22.09,3.61,1.41,2.39,23.49,1.35,1.41,1.59,0.31,2.18
"2314","Lukáš Vorlický",NA,169,"Atalanta","Serie A",21,"https://fbref.com/en/players/f052fb01/Lukas-Vorlicky","CZE",0,3,24,0,0,0,0,0,7.5,11.25,11.25,3.75,3.75,0,0,0.19,116.25,229.88,0,3.75,3.75,0,3.75,0,0,0,3.75,3.75,0,0,NA,135,71.25,26.25,15,214.13,112.5,15,7.5,0,3.75,187.5
"2315","Malcom Abdulai Ares Djalo",NA,179,"Athletic Club","La Liga",21,"https://fbref.com/en/players/a461f098/Malcom-Abdulai-Ares-Djalo","ESP",0,1,5,0,0,0,0,0,18,18,54,18,0,0,NA,0.54,126,1800,0,0,0,0,54,0,0,0,0,0,0,0,NA,144,126,18,18,1800,90,0,0,0,0,NA
"2316","Pablo Barrios",NA,199,"Atlético Madrid","La Liga",19,"https://fbref.com/en/players/45736cec/Pablo-Barrios","ESP",5,13,493,0,0.18,0,0.07,0.11,2.37,6.39,4.02,1.83,0.37,0,0,0.01,61.52,14.84,0.04,6.39,0.18,0,2.74,0.37,1.46,1.64,1.46,3.83,0.55,1.28,11.61,75.21,18.26,4.75,2.56,9.82,43.63,1.46,0.55,1.46,1.1,8.31
"2317","Memphis",NA,217,"Atlético Madrid","La Liga",29,"https://fbref.com/en/players/8f696594/Memphis","NED",3,7,258,1.05,0,1.05,0.94,0.17,1.05,2.79,7.67,3.49,1.4,0.1,0.26,0.09,30.7,26.55,0.24,1.4,1.05,0,4.19,0.35,0,0,0,0.35,0,0,0,46.74,29.3,3.49,1.05,10.47,28.95,0.35,1.05,2.09,1.74,5.83
"2318","Mergim Berisha",NA,228,"Augsburg","Bundesliga",24,"https://fbref.com/en/players/eb6e14be/Mergim-Berisha","GER",19,20,1577,0.51,0.23,0.34,0.27,0.15,1.08,1.48,5.48,2.74,0.74,0.01,0.03,0.01,18.66,2.69,0.16,1.08,0.51,0.17,1.88,0.4,0.34,0.8,0,0.63,1.08,0.23,1.76,30.08,17.63,1.77,0.29,0.92,14.55,0.8,0.63,1.71,4.34,2.09
"2319","David Čolina",NA,231,"Augsburg","Bundesliga",22,"https://fbref.com/en/players/dd5bbe0d/David-Colina","CRO",0,4,92,0.98,0,0.98,0.39,0.1,0,2.93,5.87,0.98,0.98,0.98,0.98,0.43,50.87,54.59,0,2.93,0.98,0,3.91,0,0,4.89,2.93,4.89,1.96,0.98,97.83,76.3,19.57,9.78,2.93,29.35,29.35,0.98,0,2.93,4.89,48.91
"2320","Dion Drena Beljo",NA,234,"Augsburg","Bundesliga",21,"https://fbref.com/en/players/9a2e3a23/Dion-Drena-Beljo","CRO",10,12,714,0.13,0,0.13,0.04,0.1,1.13,1.76,3.15,0.88,0.38,0.02,0.04,0.01,23.7,8.04,0.1,1.13,0.5,0.13,1.76,0.38,0.63,1.26,0.13,0.88,0.76,0.25,2.52,34.03,12.73,1.51,0.63,5.26,16.64,0.88,0.38,0.25,0.5,5.18
"2321","Arne Engels",NA,235,"Augsburg","Bundesliga",19,"https://fbref.com/en/players/554bcc91/Arne-Engels","BEL",13,13,1050,0,0.26,0,0.03,0.16,0.51,3.51,1.2,1.03,0.09,0,0,0,38.66,5.53,0.14,3.34,0.69,0.26,3.09,0.51,0.6,0.94,1.03,2.57,0.6,0.69,5.27,46.29,11.57,0.69,0.26,3.21,18.86,0.26,0,1.2,6.17,3.9
"2322","Renato Veiga",NA,255,"Augsburg","Bundesliga",19,"https://fbref.com/en/players/fc8fcbd1/Renato-Veiga","POR",4,7,348,0,0,0,0.03,0.03,1.55,1.81,0.78,1.29,0,0,NA,0.01,49.14,16.06,0.03,0.78,1.03,0.26,1.29,0,0.78,2.59,1.03,2.07,4.4,0.78,25.86,63.88,5.95,1.55,0.52,8.61,32.84,0.78,0.26,0.78,1.29,12.93
"2323","Aaron Zehnter",NA,258,"Augsburg","Bundesliga",18,"https://fbref.com/en/players/65bf7e2b/Aaron-Zehnter","GER",0,1,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,180,0,0,0,0,0,0,0,0,0,90,90,0,0,0,270,0,0,0,NA,0,0,0,0,0,NA
"2324","Kenji-Van Boto",NA,263,"Auxerre","Ligue 1",27,"https://fbref.com/en/players/c03b7266/Kenji-Van-Boto","MAD",2,2,180,0,0,0,0.05,0,2,1,5,1.5,0,0,NA,0.01,34.5,34.8,0,1,0,0,1,0.5,1,0,0.5,2,1.5,1,25,41.5,10,0,0,NA,26.5,2.5,0,2,2,16.65
"2325","Alexandre Coeff",NA,266,"Auxerre","Ligue 1",31,"https://fbref.com/en/players/c4065f40/Alexandre-Coeff","FRA",6,7,586,0,0.15,0,0.02,0.05,0.46,3.99,1.38,0.15,0,0,NA,0.01,54.22,12.49,0.02,2.92,0.15,0,0.46,0.15,0.77,1.38,1.23,2.76,5.38,0.61,6.82,65.73,4.76,0.31,0,0,47.46,0.61,0,0.15,0.77,7.1
"2326","Kévin Danois",NA,269,"Auxerre","Ligue 1",18,"https://fbref.com/en/players/e76f6fbe/Kevin-Danois","FRA",0,1,2,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,45,4500,0,0,0,0,0,0,45,0,45,90,0,0,NA,135,0,0,0,NA,0,0,0,0,0,NA
"2327","Rémy Dugimont",NA,271,"Auxerre","Ligue 1",36,"https://fbref.com/en/players/6d7ede84/Remy-Dugimont","FRA",0,10,108,0,0.83,0,0.08,0.25,1.67,6.67,10,3.33,0.83,0,0,0.03,49.17,56.5,0.08,2.5,0.83,0,4.17,0.83,0.83,2.5,0,1.67,4.17,0.83,41.67,65.83,32.5,0.83,0,0,49.17,1.67,0,0.83,0,41.67
"2328","Paul Joly",NA,274,"Auxerre","Ligue 1",22,"https://fbref.com/en/players/5b4bc323/Paul-Joly","FRA",10,10,867,0,0,0,0.01,0.03,1.97,4.26,4.98,0.73,0,0,NA,0,67.68,8.18,0.06,3.53,1.35,0.83,1.87,0.31,2.18,1.35,2.49,5.92,3.01,1.97,5.64,81.28,18.58,2.91,1.35,4.82,53.88,2.8,0.1,0.93,3.74,3.66
"2329","Souleymane Touré",NA,290,"Auxerre","Ligue 1",20,"https://fbref.com/en/players/01fd01e8/Souleymane-Toure","FRA",12,13,1066,0,0,0,0.07,0.02,0.84,2.36,0.34,0.42,0.08,0,0,0.01,41.45,7.2,0.02,2.03,0.17,0,1.1,0,0.76,1.86,1.35,3.12,3.71,0.93,7.14,52.18,2.53,1.35,0.68,4.22,34.7,0.42,0,0.93,0.25,6.33
"2330","Ángel Alarcón",NA,292,"Barcelona","La Liga",18,"https://fbref.com/en/players/455c26a4/Angel-Alarcon","ESP",0,4,25,0,0,0,0,0,0,0,7.2,3.6,3.6,0,0,0.14,18,288,0,0,0,0,3.6,0,0,0,0,0,0,0,0,32.4,25.2,3.6,0,0,21.6,0,0,3.6,3.6,0
